Chr	start	end	length	TRlength	TRcoverage	case
CM051463.1	72110388	72143407	33020	3431	10.39%	10k10k
CM051463.1	47168925	47189910	20986	2179	10.38%	10k10k
CM051463.1	143163663	143176088	12426	1290	10.38%	10k10k
CM051463.1	501642	524925	23284	2415	10.37%	10k10k
CM051463.1	158801912	158827414	25503	2644	10.37%	10k10k
CM051463.1	83220957	83244315	23359	2419	10.36%	10k10k
CM051463.1	19823002	19833766	10765	1114	10.35%	10k10k
CM051463.1	111829631	111850506	20876	2159	10.34%	10k10k
CM051463.1	75194825	75211777	16953	1753	10.34%	10k10k
CM051463.1	222899654	222924475	24822	2564	10.33%	10k10k
CM051463.1	179966517	179989458	22942	2369	10.33%	10k10k
CM051463.1	47531690	47544270	12581	1298	10.32%	10k10k
CM051463.1	38278549	38304709	26161	2696	10.31%	10k10k
CM051463.1	41029574	41053140	23567	2426	10.29%	10k10k
CM051463.1	224538285	224567155	28871	2971	10.29%	10k10k
CM051463.1	182652504	182684136	31633	3251	10.28%	10k10k
CM051463.1	49607929	49629154	21226	2180	10.27%	10k10k
CM051463.1	134819378	134847587	28210	2893	10.26%	10k10k
CM051463.1	212236251	212256179	19929	2043	10.25%	10k10k
CM051463.1	172553099	172567828	14730	1510	10.25%	10k10k
CM051463.1	178865287	178876915	11629	1192	10.25%	10k10k
CM051463.1	5779382	5798270	18889	1936	10.25%	10k10k
CM051463.1	53940686	53969052	28367	2905	10.24%	10k10k
CM051463.1	82238811	82251589	12779	1308	10.24%	10k10k
CM051463.1	179334805	179345947	11143	1140	10.23%	10k10k
CM051463.1	183660739	183675038	14300	1462	10.22%	10k10k
CM051463.1	107375878	107392320	16443	1674	10.18%	10k10k
CM051463.1	12207938	12219688	11751	1195	10.17%	10k10k
CM051463.1	220506749	220520054	13306	1351	10.15%	10k10k
CM051463.1	72873651	72906475	32825	3330	10.14%	10k10k
CM051463.1	26586013	26605980	19968	2023	10.13%	10k10k
CM051463.1	96976257	96990013	13757	1393	10.13%	10k10k
CM051463.1	203538875	203555850	16976	1717	10.11%	10k10k
CM051463.1	222062673	222094906	32234	3254	10.09%	10k10k
CM051463.1	40383920	40417736	33817	3413	10.09%	10k10k
CM051463.1	102135242	102145912	10671	1076	10.08%	10k10k
CM051463.1	88080533	88097965	17433	1756	10.07%	10k10k
CM051463.1	156214437	156224448	10012	1007	10.06%	10k10k
CM051463.1	84067674	84099866	32193	3226	10.02%	10k10k
CM051463.1	221130890	221141605	10716	1071	9.99%	10k10k
CM051463.1	128367880	128385029	17150	1714	9.99%	10k10k
CM051463.1	144940076	144956374	16299	1625	9.97%	10k10k
CM051463.1	115342897	115356625	13729	1368	9.96%	10k10k
CM051463.1	36594656	36605841	11186	1114	9.96%	10k10k
CM051463.1	191255206	191275638	20433	2031	9.94%	10k10k
CM051463.1	208487608	208518695	31088	3090	9.94%	10k10k
CM051463.1	183987727	184000235	12509	1243	9.94%	10k10k
CM051463.1	50559054	50569436	10383	1031	9.93%	10k10k
CM051463.1	47444594	47456773	12180	1209	9.93%	10k10k
CM051463.1	202221065	202233522	12458	1235	9.91%	10k10k
CM051463.1	133380335	133396613	16279	1613	9.91%	10k10k
CM051463.1	190284052	190296964	12913	1276	9.88%	10k10k
CM051463.1	199891767	199966664	74898	7361	9.83%	10k10k
CM051463.1	177205228	177227446	22219	2183	9.82%	10k10k
CM051463.1	62288188	62301613	13426	1319	9.82%	10k10k
CM051463.1	31800791	31832202	31412	3084	9.82%	10k10k
CM051463.1	142968573	142978832	10260	1007	9.81%	10k10k
CM051463.1	209897538	209908321	10784	1057	9.8%	10k10k
CM051463.1	205614019	205624416	10398	1019	9.8%	10k10k
CM051463.1	9459963	9474879	14917	1460	9.79%	10k10k
CM051463.1	3222184	3238286	16103	1576	9.79%	10k10k
CM051463.1	28529031	28572937	43907	4295	9.78%	10k10k
CM051463.1	182187702	182198286	10585	1035	9.78%	10k10k
CM051463.1	189080121	189095522	15402	1504	9.76%	10k10k
CM051463.1	154057562	154085629	28068	2740	9.76%	10k10k
CM051463.1	120120578	120147943	27366	2665	9.74%	10k10k
CM051463.1	33334471	33345577	11107	1079	9.71%	10k10k
CM051463.1	199053124	199127175	74052	7189	9.71%	10k10k
CM051463.1	142322029	142350838	28810	2794	9.7%	10k10k
CM051463.1	131834852	131854839	19988	1938	9.7%	10k10k
CM051463.1	23811878	23840403	28526	2764	9.69%	10k10k
CM051463.1	128122018	128139206	17189	1665	9.69%	10k10k
CM051463.1	35838928	35849088	10161	983	9.67%	10k10k
CM051463.1	164726538	164747951	21414	2071	9.67%	10k10k
CM051463.1	133192493	133216137	23645	2283	9.66%	10k10k
CM051463.1	79165499	79198191	32693	3156	9.65%	10k10k
CM051463.1	131169662	131188266	18605	1791	9.63%	10k10k
CM051463.1	35648729	35662898	14170	1363	9.62%	10k10k
CM051463.1	9250001	9271706	21706	2085	9.61%	10k10k
CM051463.1	4944140	4973157	29018	2782	9.59%	10k10k
CM051463.1	226303890	226332078	28189	2702	9.59%	10k10k
CM051463.1	225314544	225325198	10655	1021	9.58%	10k10k
CM051463.1	76292449	76336032	43584	4175	9.58%	10k10k
CM051463.1	198932857	198943000	10144	971	9.57%	10k10k
CM051463.1	44431066	44465502	34437	3288	9.55%	10k10k
CM051463.1	62752487	62769380	16894	1612	9.54%	10k10k
CM051463.1	216658471	216684466	25996	2480	9.54%	10k10k
CM051463.1	99771117	99788795	17679	1686	9.54%	10k10k
CM051463.1	204226578	204243702	17125	1632	9.53%	10k10k
CM051463.1	108478987	108489612	10626	1011	9.51%	10k10k
CM051463.1	167908912	167949090	40179	3823	9.51%	10k10k
CM051463.1	80043806	80077754	33949	3230	9.51%	10k10k
CM051463.1	11690769	11704856	14088	1336	9.48%	10k10k
CM051463.1	74491690	74506208	14519	1376	9.48%	10k10k
CM051463.1	215442594	215475582	32989	3122	9.46%	10k10k
CM051463.1	194584610	194633238	48629	4602	9.46%	10k10k
CM051463.1	209084671	209133074	48404	4580	9.46%	10k10k
CM051463.1	106764430	106799657	35228	3331	9.46%	10k10k
CM051463.1	68147793	68180139	32347	3056	9.45%	10k10k
CM051463.1	49690898	49705605	14708	1389	9.44%	10k10k
CM051463.1	105843765	105857700	13936	1316	9.44%	10k10k
CM051463.1	166243939	166260848	16910	1596	9.44%	10k10k
CM051463.1	56855424	56869283	13860	1308	9.44%	10k10k
CM051463.1	22322740	22361596	38857	3666	9.43%	10k10k
CM051463.1	179411603	179425639	14037	1323	9.43%	10k10k
CM051463.1	100718686	100729764	11079	1044	9.42%	10k10k
CM051463.1	19312169	19345821	33653	3171	9.42%	10k10k
CM051463.1	157280576	157302069	21494	2024	9.42%	10k10k
CM051463.1	106738427	106754121	15695	1476	9.4%	10k10k
CM051463.1	205438124	205450966	12843	1207	9.4%	10k10k
CM051463.1	48745632	48762982	17351	1625	9.37%	10k10k
CM051463.1	60534680	60555048	20369	1907	9.36%	10k10k
CM051463.1	76822263	76850820	28558	2671	9.35%	10k10k
CM051463.1	106640421	106655793	15373	1437	9.35%	10k10k
CM051463.1	188901749	188924027	22279	2082	9.35%	10k10k
CM051463.1	124328357	124359545	31189	2911	9.33%	10k10k
CM051463.1	77612964	77637961	24998	2333	9.33%	10k10k
CM051463.1	183565413	183587973	22561	2105	9.33%	10k10k
CM051463.1	226929624	226947355	17732	1654	9.33%	10k10k
CM051463.1	11407926	11423334	15409	1433	9.3%	10k10k
CM051463.1	156940559	156953287	12729	1183	9.29%	10k10k
CM051463.1	178473309	178635455	162147	15065	9.29%	10k10k
CM051463.1	12098742	12132947	34206	3174	9.28%	10k10k
CM051463.1	121879779	121907430	27652	2561	9.26%	10k10k
CM051463.1	151706559	151718419	11861	1098	9.26%	10k10k
CM051463.1	181338524	181349471	10948	1012	9.24%	10k10k
CM051463.1	51906805	51928684	21880	2020	9.23%	10k10k
CM051463.1	43137846	43167851	30006	2767	9.22%	10k10k
CM051463.1	98781178	98801065	19888	1833	9.22%	10k10k
CM051463.1	198095014	198114233	19220	1771	9.21%	10k10k
CM051463.1	192070359	192086095	15737	1450	9.21%	10k10k
CM051463.1	97583241	97606259	23019	2121	9.21%	10k10k
CM051463.1	59304824	59349095	44272	4079	9.21%	10k10k
CM051463.1	144858221	144873776	15556	1427	9.17%	10k10k
CM051463.1	79701660	79722218	20559	1884	9.16%	10k10k
CM051463.1	163776168	163799634	23467	2148	9.15%	10k10k
CM051463.1	5102777	5114938	12162	1113	9.15%	10k10k
CM051463.1	208962506	208999111	36606	3350	9.15%	10k10k
CM051463.1	58678721	58711821	33101	3029	9.15%	10k10k
CM051463.1	137270893	137282778	11886	1087	9.15%	10k10k
CM051463.1	166343054	166365320	22267	2033	9.13%	10k10k
CM051463.1	123939556	123954230	14675	1339	9.12%	10k10k
CM051463.1	35604174	35629013	24840	2266	9.12%	10k10k
CM051463.1	191556670	191574014	17345	1581	9.12%	10k10k
CM051463.1	58495264	58513147	17884	1629	9.11%	10k10k
CM051463.1	4453172	4463299	10128	922	9.1%	10k10k
CM051463.1	119676330	119694225	17896	1629	9.1%	10k10k
CM051463.1	38353160	38369223	16064	1462	9.1%	10k10k
CM051463.1	214120372	214134535	14164	1288	9.09%	10k10k
CM051463.1	26982449	27003905	21457	1950	9.09%	10k10k
CM051463.1	55795496	55822602	27107	2454	9.05%	10k10k
CM051463.1	9775817	9786064	10248	926	9.04%	10k10k
CM051463.1	215664970	215682829	17860	1611	9.02%	10k10k
CM051463.1	138604239	138617297	13059	1177	9.01%	10k10k
CM051463.1	124974973	124996808	21836	1966	9.0%	10k10k
CM051463.1	32660575	32676646	16072	1446	9.0%	10k10k
CM051463.1	134858583	134870142	11560	1039	8.99%	10k10k
CM051463.1	73604684	73625833	21150	1898	8.97%	10k10k
CM051463.1	14676107	14694229	18123	1626	8.97%	10k10k
CM051463.1	156336521	156396991	60471	5422	8.97%	10k10k
CM051463.1	188744193	188790460	46268	4146	8.96%	10k10k
CM051463.1	89923706	89988939	65234	5845	8.96%	10k10k
CM051463.1	16840756	16858509	17754	1590	8.96%	10k10k
CM051463.1	223428752	223449992	21241	1902	8.95%	10k10k
CM051463.1	107172653	107183145	10493	939	8.95%	10k10k
CM051463.1	32970614	32989946	19333	1730	8.95%	10k10k
CM051463.1	218090820	218110247	19428	1738	8.95%	10k10k
CM051463.1	191298513	191309680	11168	999	8.95%	10k10k
CM051463.1	182150206	182160294	10089	902	8.94%	10k10k
CM051463.1	13636794	13664675	27882	2492	8.94%	10k10k
CM051463.1	150017120	150027454	10335	923	8.93%	10k10k
CM051463.1	179086772	179103948	17177	1534	8.93%	10k10k
CM051463.1	197964755	197981162	16408	1463	8.92%	10k10k
CM051463.1	103223011	103250651	27641	2464	8.91%	10k10k
CM051463.1	159302178	159313274	11097	989	8.91%	10k10k
CM051463.1	200980394	201003082	22689	2022	8.91%	10k10k
CM051463.1	136023762	136034811	11050	984	8.9%	10k10k
CM051463.1	117606232	117633357	27126	2415	8.9%	10k10k
CM051463.1	118153949	118170144	16196	1441	8.9%	10k10k
CM051463.1	20090633	20108441	17809	1584	8.89%	10k10k
CM051463.1	94159466	94209541	50076	4454	8.89%	10k10k
CM051463.1	39517208	39529678	12471	1109	8.89%	10k10k
CM051463.1	199684897	199707390	22494	1999	8.89%	10k10k
CM051463.1	202743385	202755857	12473	1107	8.88%	10k10k
CM051463.1	228084199	228114667	30469	2704	8.87%	10k10k
CM051463.1	129790886	129824840	33955	3013	8.87%	10k10k
CM051463.1	118384454	118414587	30134	2672	8.87%	10k10k
CM051463.1	192898966	192911682	12717	1127	8.86%	10k10k
CM051463.1	75901900	75943098	41199	3650	8.86%	10k10k
CM051463.1	56253728	56264260	10533	933	8.86%	10k10k
CM051463.1	164604874	164623927	19054	1686	8.85%	10k10k
CM051463.1	92824833	92844350	19518	1724	8.83%	10k10k
CM051463.1	61454975	61465362	10388	917	8.83%	10k10k
CM051463.1	15603052	15638495	35444	3122	8.81%	10k10k
CM051463.1	38938550	38949559	11010	968	8.79%	10k10k
CM051463.1	44700078	44711729	11652	1024	8.79%	10k10k
CM051463.1	189583105	189612854	29750	2613	8.78%	10k10k
CM051463.1	145804705	145820548	15844	1391	8.78%	10k10k
CM051463.1	94536420	94563010	26591	2334	8.78%	10k10k
CM051463.1	176202607	176297665	95059	8331	8.76%	10k10k
CM051463.1	100969647	100990067	20421	1789	8.76%	10k10k
CM051463.1	185575313	185593145	17833	1562	8.76%	10k10k
CM051463.1	14578504	14595482	16979	1486	8.75%	10k10k
CM051463.1	206511980	206522149	10170	889	8.74%	10k10k
CM051463.1	166195048	166207093	12046	1053	8.74%	10k10k
CM051463.1	39657677	39671705	14029	1226	8.74%	10k10k
CM051463.1	194998935	195062828	63894	5582	8.74%	10k10k
CM051463.1	209743483	209774228	30746	2685	8.73%	10k10k
CM051463.1	221605650	221635689	30040	2623	8.73%	10k10k
CM051463.1	91864354	91936917	72564	6335	8.73%	10k10k
CM051463.1	177059869	177076797	16929	1477	8.72%	10k10k
CM051463.1	192273802	192288001	14200	1238	8.72%	10k10k
CM051463.1	138253605	138265362	11758	1025	8.72%	10k10k
CM051463.1	108055600	108090809	35210	3068	8.71%	10k10k
CM051463.1	87506801	87527579	20779	1808	8.7%	10k10k
CM051463.1	178708706	178720777	12072	1050	8.7%	10k10k
CM051463.1	180710478	180727772	17295	1504	8.7%	10k10k
CM051463.1	194912510	194930969	18460	1605	8.69%	10k10k
CM051463.1	85022536	85035602	13067	1135	8.69%	10k10k
CM051463.1	220729240	220766621	37382	3243	8.68%	10k10k
CM051463.1	156638451	156655438	16988	1472	8.66%	10k10k
CM051463.1	190713111	190727140	14030	1215	8.66%	10k10k
CM051463.1	155073879	155086666	12788	1107	8.66%	10k10k
CM051463.1	32567360	32617969	50610	4381	8.66%	10k10k
CM051463.1	112974608	112984622	10015	866	8.65%	10k10k
CM051463.1	55739978	55752842	12865	1112	8.64%	10k10k
CM051463.1	99271076	99303756	32681	2823	8.64%	10k10k
CM051463.1	140461614	140476992	15379	1328	8.64%	10k10k
CM051463.1	100603353	100613858	10506	907	8.63%	10k10k
CM051463.1	147011795	147074584	62790	5421	8.63%	10k10k
CM051463.1	48231926	48248807	16882	1457	8.63%	10k10k
CM051463.1	24457281	24494303	37023	3195	8.63%	10k10k
CM051463.1	92449659	92467044	17386	1498	8.62%	10k10k
CM051463.1	149688533	149698811	10279	885	8.61%	10k10k
CM051463.1	56672329	56687961	15633	1345	8.6%	10k10k
CM051463.1	99630182	99674547	44366	3816	8.6%	10k10k
CM051463.1	16599095	16625662	26568	2284	8.6%	10k10k
CM051463.1	72591846	72613402	21557	1853	8.6%	10k10k
CM051463.1	124686835	124697376	10542	906	8.59%	10k10k
CM051463.1	1560230	1625063	64834	5572	8.59%	10k10k
CM051463.1	33652095	33675844	23750	2039	8.59%	10k10k
CM051463.1	2890619	2929429	38811	3332	8.59%	10k10k
CM051463.1	186054351	186076581	22231	1907	8.58%	10k10k
CM051463.1	203856974	203867983	11010	944	8.57%	10k10k
CM051463.1	158650787	158666381	15595	1337	8.57%	10k10k
CM051463.1	197371797	197392594	20798	1783	8.57%	10k10k
CM051463.1	91750393	91816331	65939	5649	8.57%	10k10k
CM051463.1	205381325	205402588	21264	1821	8.56%	10k10k
CM051463.1	126587814	126602458	14645	1254	8.56%	10k10k
CM051463.1	189895007	189938403	43397	3714	8.56%	10k10k
CM051463.1	8174433	8198162	23730	2030	8.55%	10k10k
CM051463.1	214362587	214386666	24080	2055	8.53%	10k10k
CM051463.1	409607	423558	13952	1190	8.53%	10k10k
CM051463.1	48968983	49010559	41577	3546	8.53%	10k10k
CM051463.1	226095097	226112545	17449	1488	8.53%	10k10k
CM051463.1	72410025	72454706	44682	3808	8.52%	10k10k
CM051463.1	152680167	152725207	45041	3838	8.52%	10k10k
CM051463.1	163616209	163639596	23388	1991	8.51%	10k10k
CM051463.1	171093566	171111958	18393	1565	8.51%	10k10k
CM051463.1	169286306	169319917	33612	2860	8.51%	10k10k
CM051463.1	29629945	29641534	11590	986	8.51%	10k10k
CM051463.1	39801135	39829392	28258	2404	8.51%	10k10k
CM051463.1	104244019	104260809	16791	1428	8.5%	10k10k
CM051463.1	176380922	176402483	21562	1833	8.5%	10k10k
CM051463.1	229391084	229403748	12665	1076	8.5%	10k10k
CM051463.1	29779014	29791262	12249	1040	8.49%	10k10k
CM051463.1	133226470	133238330	11861	1007	8.49%	10k10k
CM051463.1	18410619	18427930	17312	1469	8.49%	10k10k
CM051463.1	89590221	89602671	12451	1056	8.48%	10k10k
CM051463.1	160418940	160432270	13331	1130	8.48%	10k10k
CM051463.1	93002937	93026584	23648	2003	8.47%	10k10k
CM051463.1	59882339	59934156	51818	4388	8.47%	10k10k
CM051463.1	194557312	194569323	12012	1015	8.45%	10k10k
CM051463.1	67303167	67315525	12359	1044	8.45%	10k10k
CM051463.1	3083588	3098820	15233	1285	8.44%	10k10k
CM051463.1	67078324	67102281	23958	2021	8.44%	10k10k
CM051463.1	25629189	25641992	12804	1080	8.43%	10k10k
CM051463.1	79615699	79637692	21994	1854	8.43%	10k10k
CM051463.1	142632734	142681065	48332	4072	8.43%	10k10k
CM051463.1	76468971	76480647	11677	983	8.42%	10k10k
CM051463.1	177949482	178028712	79231	6666	8.41%	10k10k
CM051463.1	181105113	181122646	17534	1472	8.4%	10k10k
CM051463.1	207409975	207427961	17987	1510	8.39%	10k10k
CM051463.1	161462123	161494074	31952	2679	8.38%	10k10k
CM051463.1	73526696	73549773	23078	1934	8.38%	10k10k
CM051463.1	107699655	107739047	39393	3301	8.38%	10k10k
CM051463.1	219201340	219221966	20627	1728	8.38%	10k10k
CM051463.1	33168566	33187701	19136	1603	8.38%	10k10k
CM051463.1	169971057	169994964	23908	2002	8.37%	10k10k
CM051463.1	200631244	200666275	35032	2932	8.37%	10k10k
CM051463.1	71186856	71204250	17395	1455	8.36%	10k10k
CM051463.1	192763023	192774787	11765	984	8.36%	10k10k
CM051463.1	8988958	9033157	44200	3696	8.36%	10k10k
CM051463.1	112812556	112828510	15955	1334	8.36%	10k10k
CM051463.1	194699333	194711165	11833	989	8.36%	10k10k
CM051463.1	8796738	8819908	23171	1936	8.36%	10k10k
CM051463.1	202121318	202135709	14392	1202	8.35%	10k10k
CM051463.1	137321453	137350647	29195	2438	8.35%	10k10k
CM051463.1	134659577	134675739	16163	1349	8.35%	10k10k
CM051463.1	144016022	144058265	42244	3525	8.34%	10k10k
CM051463.1	28985412	29001019	15608	1302	8.34%	10k10k
CM051463.1	46986319	47002670	16352	1364	8.34%	10k10k
CM051463.1	3515971	3528553	12583	1048	8.33%	10k10k
CM051463.1	161272436	161291456	19021	1583	8.32%	10k10k
CM051463.1	126982155	127018945	36791	3061	8.32%	10k10k
CM051463.1	68608741	68627742	19002	1580	8.31%	10k10k
CM051463.1	31497111	31511485	14375	1195	8.31%	10k10k
CM051463.1	178908056	178940317	32262	2682	8.31%	10k10k
CM051463.1	131602773	131629277	26505	2203	8.31%	10k10k
CM051463.1	129984323	130000910	16588	1375	8.29%	10k10k
CM051463.1	15869510	15886729	17220	1427	8.29%	10k10k
CM051463.1	129081260	129103964	22705	1881	8.28%	10k10k
CM051463.1	65578904	65592545	13642	1130	8.28%	10k10k
CM051463.1	188324600	188342756	18157	1503	8.28%	10k10k
CM051463.1	203503088	203518439	15352	1270	8.27%	10k10k
CM051463.1	4339612	4386556	46945	3882	8.27%	10k10k
CM051463.1	28867977	28886795	18819	1555	8.26%	10k10k
CM051463.1	208385359	208403053	17695	1462	8.26%	10k10k
CM051463.1	100747937	100766280	18344	1515	8.26%	10k10k
CM051463.1	213693220	213713882	20663	1706	8.26%	10k10k
CM051463.1	13214679	13256296	41618	3436	8.26%	10k10k
CM051463.1	139172776	139193292	20517	1693	8.25%	10k10k
CM051463.1	125875992	125913782	37791	3117	8.25%	10k10k
CM051463.1	106112005	106124325	12321	1016	8.25%	10k10k
CM051463.1	163034188	163044218	10031	827	8.24%	10k10k
CM051463.1	181503257	181524219	20963	1726	8.23%	10k10k
CM051463.1	119705318	119715818	10501	864	8.23%	10k10k
CM051463.1	181900665	181916197	15533	1278	8.23%	10k10k
CM051463.1	28733732	28746813	13082	1076	8.23%	10k10k
CM051463.1	10296750	10318772	22023	1811	8.22%	10k10k
CM051463.1	146563163	146578339	15177	1248	8.22%	10k10k
CM051463.1	128150058	128166944	16887	1388	8.22%	10k10k
CM051463.1	179569133	179588890	19758	1623	8.21%	10k10k
CM051463.1	18741631	18771881	30251	2484	8.21%	10k10k
CM051463.1	18637630	18657531	19902	1634	8.21%	10k10k
CM051463.1	3395903	3409173	13271	1089	8.21%	10k10k
CM051463.1	17903509	17922666	19158	1572	8.21%	10k10k
CM051463.1	67447220	67469517	22298	1829	8.2%	10k10k
CM051463.1	61901537	61933112	31576	2590	8.2%	10k10k
CM051463.1	180829848	180863205	33358	2735	8.2%	10k10k
CM051463.1	225271955	225299093	27139	2223	8.19%	10k10k
CM051463.1	149991930	150005935	14006	1147	8.19%	10k10k
CM051463.1	193766691	193777745	11055	905	8.19%	10k10k
CM051463.1	161239978	161252951	12974	1062	8.19%	10k10k
CM051463.1	213895867	213929513	33647	2754	8.18%	10k10k
CM051463.1	65061517	65086286	24770	2027	8.18%	10k10k
CM051463.1	189634829	189685532	50704	4146	8.18%	10k10k
CM051463.1	209593913	209611689	17777	1453	8.17%	10k10k
CM051463.1	135356552	135374264	17713	1444	8.15%	10k10k
CM051463.1	138409032	138434756	25725	2097	8.15%	10k10k
CM051463.1	105146250	105164037	17788	1449	8.15%	10k10k
CM051463.1	15076717	15143446	66730	5433	8.14%	10k10k
CM051463.1	151567947	151580837	12891	1049	8.14%	10k10k
CM051463.1	64445672	64465390	19719	1604	8.13%	10k10k
CM051463.1	181017887	181028290	10404	846	8.13%	10k10k
CM051463.1	176767700	176783171	15472	1258	8.13%	10k10k
CM051463.1	200503417	200530251	26835	2181	8.13%	10k10k
CM051463.1	19425198	19440824	15627	1270	8.13%	10k10k
CM051463.1	19613380	19629807	16428	1335	8.13%	10k10k
CM051463.1	52820376	52843953	23578	1916	8.13%	10k10k
CM051463.1	52647456	52664625	17170	1395	8.12%	10k10k
CM051463.1	162337267	162406766	69500	5645	8.12%	10k10k
CM051463.1	141032620	141065518	32899	2672	8.12%	10k10k
CM051463.1	194497505	194513724	16220	1317	8.12%	10k10k
CM051463.1	143952900	143963657	10758	873	8.11%	10k10k
CM051463.1	223172666	223195269	22604	1832	8.1%	10k10k
CM051463.1	122764093	122781798	17706	1435	8.1%	10k10k
CM051463.1	90035020	90045631	10612	860	8.1%	10k10k
CM051463.1	175716028	175776146	60119	4870	8.1%	10k10k
CM051463.1	142480577	142504157	23581	1910	8.1%	10k10k
CM051463.1	136237981	136249788	11808	956	8.1%	10k10k
CM051463.1	129627284	129642069	14786	1197	8.1%	10k10k
CM051463.1	94989758	95013004	23247	1879	8.08%	10k10k
CM051463.1	65603980	65614636	10657	860	8.07%	10k10k
CM051463.1	7088417	7100817	12401	1000	8.06%	10k10k
CM051463.1	221309614	221320268	10655	858	8.05%	10k10k
CM051463.1	134221980	134237708	15729	1266	8.05%	10k10k
CM051463.1	209809202	209829628	20427	1644	8.05%	10k10k
CM051463.1	168122739	168144622	21884	1760	8.04%	10k10k
CM051463.1	196708137	196721146	13010	1046	8.04%	10k10k
CM051463.1	141098887	141114615	15729	1263	8.03%	10k10k
CM051463.1	52750264	52763844	13581	1090	8.03%	10k10k
CM051463.1	124567560	124597867	30308	2432	8.02%	10k10k
CM051463.1	182329217	182345106	15890	1272	8.01%	10k10k
CM051463.1	164081171	164107725	26555	2125	8.0%	10k10k
CM051463.1	52675896	52718627	42732	3417	8.0%	10k10k
CM051463.1	22060006	22080016	20011	1600	8.0%	10k10k
CM051463.1	162890112	162922522	32411	2589	7.99%	10k10k
CM051463.1	224684678	224698574	13897	1110	7.99%	10k10k
CM051463.1	12834952	12876930	41979	3353	7.99%	10k10k
CM051463.1	169785105	169795574	10470	836	7.98%	10k10k
CM051463.1	178430495	178442204	11710	935	7.98%	10k10k
CM051463.1	219262478	219289856	27379	2186	7.98%	10k10k
CM051463.1	229257613	229296164	38552	3078	7.98%	10k10k
CM051463.1	65914577	65925877	11301	902	7.98%	10k10k
CM051463.1	36832126	36850877	18752	1496	7.98%	10k10k
CM051463.1	178283187	178293945	10759	858	7.97%	10k10k
CM051463.1	120382578	120454101	71524	5697	7.97%	10k10k
CM051463.1	171394941	171406832	11892	945	7.95%	10k10k
CM051463.1	130571357	130583854	12498	992	7.94%	10k10k
CM051463.1	101524078	101549856	25779	2045	7.93%	10k10k
CM051463.1	229742912	229754511	11600	920	7.93%	10k10k
CM051463.1	204867355	204890151	22797	1808	7.93%	10k10k
CM051463.1	42811128	42827463	16336	1295	7.93%	10k10k
CM051463.1	75064657	75082068	17412	1378	7.91%	10k10k
CM051463.1	159519767	159533403	13637	1079	7.91%	10k10k
CM051463.1	228704272	228714915	10644	842	7.91%	10k10k
CM051463.1	219374707	219389289	14583	1152	7.9%	10k10k
CM051463.1	103526118	103541143	15026	1183	7.87%	10k10k
CM051463.1	109505827	109538375	32549	2561	7.87%	10k10k
CM051463.1	7738597	7757015	18419	1449	7.87%	10k10k
CM051463.1	162254462	162272261	17800	1400	7.87%	10k10k
CM051463.1	151125290	151143407	18118	1425	7.87%	10k10k
CM051463.1	138491038	138512131	21094	1656	7.85%	10k10k
CM051463.1	182537761	182554264	16504	1295	7.85%	10k10k
CM051463.1	15408464	15443307	34844	2734	7.85%	10k10k
CM051463.1	226070812	226083136	12325	967	7.85%	10k10k
CM051463.1	111870755	111882244	11490	901	7.84%	10k10k
CM051463.1	80201277	80212053	10777	845	7.84%	10k10k
CM051463.1	142518385	142530590	12206	956	7.83%	10k10k
CM051463.1	60632914	60666572	33659	2633	7.82%	10k10k
CM051463.1	201229193	201242349	13157	1029	7.82%	10k10k
CM051463.1	130672146	130684813	12668	990	7.81%	10k10k
CM051463.1	193703382	193731925	28544	2230	7.81%	10k10k
CM051463.1	9061065	9094451	33387	2608	7.81%	10k10k
CM051463.1	37278986	37290383	11398	890	7.81%	10k10k
CM051463.1	161388212	161398976	10765	840	7.8%	10k10k
CM051463.1	117449088	117463672	14585	1138	7.8%	10k10k
CM051463.1	195691810	195702179	10370	809	7.8%	10k10k
CM051463.1	125400788	125426024	25237	1967	7.79%	10k10k
CM051463.1	193312431	193343508	31078	2422	7.79%	10k10k
CM051463.1	29589114	29615178	26065	2030	7.79%	10k10k
CM051463.1	128593435	128604556	11122	866	7.79%	10k10k
CM051463.1	141148023	141175099	27077	2108	7.79%	10k10k
CM051463.1	157921327	157959747	38421	2990	7.78%	10k10k
CM051463.1	53024105	53041207	17103	1330	7.78%	10k10k
CM051463.1	101391499	101403725	12227	950	7.77%	10k10k
CM051463.1	10991460	11002425	10966	852	7.77%	10k10k
CM051463.1	145063909	145089264	25356	1970	7.77%	10k10k
CM051463.1	65137752	65167806	30055	2335	7.77%	10k10k
CM051463.1	127885085	127897305	12221	949	7.77%	10k10k
CM051463.1	40721063	40731107	10045	780	7.77%	10k10k
CM051463.1	117685151	117706995	21845	1696	7.76%	10k10k
CM051463.1	220897649	220931908	34260	2659	7.76%	10k10k
CM051463.1	112670951	112681724	10774	836	7.76%	10k10k
CM051463.1	26961685	26972259	10575	820	7.75%	10k10k
CM051463.1	187526588	187538831	12244	949	7.75%	10k10k
CM051463.1	125542369	125558407	16039	1243	7.75%	10k10k
CM051463.1	176999897	177047460	47564	3686	7.75%	10k10k
CM051463.1	94629302	94649154	19853	1538	7.75%	10k10k
CM051463.1	186696341	186708270	11930	924	7.75%	10k10k
CM051463.1	118713371	118726818	13448	1040	7.73%	10k10k
